Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite1,Chrome 73.0.3683.103,,2019-04-12 20:17:00,2019-04-12 20:17:21,20.894s,FAILED
,,,,,,
Test Cases/April13/Test1,Chrome 73.0.3683.103,,2019-04-12 20:17:00,2019-04-12 20:17:08,7.719s,FAILED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-12 20:17:00,2019-04-12 20:17:04,3.445s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 73.0.3683.103,,2019-04-12 20:17:04,2019-04-12 20:17:05,0.829s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/span_Username""))",Chrome 73.0.3683.103,,2019-04-12 20:17:05,2019-04-12 20:17:05,0.111s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_LOGIN Panel_txtUsername""), ""Admin"")",Chrome 73.0.3683.103,,2019-04-12 20:17:05,2019-04-12 20:17:05,0.119s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_OrangeHRM/input_Username_txtPassword""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 73.0.3683.103,,2019-04-12 20:17:05,2019-04-12 20:17:05,0.180s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/input_Password_Submit""))",Chrome 73.0.3683.103,,2019-04-12 20:17:05,2019-04-12 20:17:06,0.780s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Admin""))",Chrome 73.0.3683.103,,2019-04-12 20:17:06,2019-04-12 20:17:06,0.479s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Leave""))",Chrome 73.0.3683.103,,2019-04-12 20:17:06,2019-04-12 20:17:07,0.524s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Performance""))",Chrome 73.0.3683.103,,2019-04-12 20:17:07,2019-04-12 20:17:07,0.087s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Maintenance""))",Chrome 73.0.3683.103,,2019-04-12 20:17:07,2019-04-12 20:17:07,0.323s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Welcome Admin""))",Chrome 73.0.3683.103,,2019-04-12 20:17:07,2019-04-12 20:17:07,0.074s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Logout""))",Chrome 73.0.3683.103,,2019-04-12 20:17:07,2019-04-12 20:17:08,0.362s,FAILED
,,,,,,
Test Cases/April13/Test2,Chrome 73.0.3683.103,,2019-04-12 20:17:08,2019-04-12 20:17:13,5.275s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-12 20:17:08,2019-04-12 20:17:11,3.450s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 73.0.3683.103,,2019-04-12 20:17:11,2019-04-12 20:17:12,0.617s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/span_Username""))",Chrome 73.0.3683.103,,2019-04-12 20:17:12,2019-04-12 20:17:12,0.073s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_LOGIN Panel_txtUsername""), ""Admin"")",Chrome 73.0.3683.103,,2019-04-12 20:17:12,2019-04-12 20:17:12,0.103s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_OrangeHRM/input_Username_txtPassword""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 73.0.3683.103,,2019-04-12 20:17:12,2019-04-12 20:17:12,0.114s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/input_Password_Submit""))",Chrome 73.0.3683.103,,2019-04-12 20:17:12,2019-04-12 20:17:13,0.747s,PASSED
,,,,,,
Test Cases/April13/Test3,Chrome 73.0.3683.103,,2019-04-12 20:17:13,2019-04-12 20:17:20,6.909s,FAILED
"callTestCase(findTestCase(""April13/Test2""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-12 20:17:13,2019-04-12 20:17:18,4.732s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Admin""))",Chrome 73.0.3683.103,,2019-04-12 20:17:18,2019-04-12 20:17:18,0.525s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Leave""))",Chrome 73.0.3683.103,,2019-04-12 20:17:18,2019-04-12 20:17:19,0.469s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Performance""))",Chrome 73.0.3683.103,,2019-04-12 20:17:19,2019-04-12 20:17:19,0.099s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Maintenance""))",Chrome 73.0.3683.103,,2019-04-12 20:17:19,2019-04-12 20:17:19,0.325s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Welcome Admin""))",Chrome 73.0.3683.103,,2019-04-12 20:17:19,2019-04-12 20:17:20,0.148s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Logout""))",Chrome 73.0.3683.103,,2019-04-12 20:17:20,2019-04-12 20:17:20,0.355s,FAILED
