Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Welcome Admin""))",Chrome 73.0.3683.103,,2019-04-13 06:38:57,2019-04-13 06:38:57,0.088s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Logout""))",Chrome 73.0.3683.103,,2019-04-13 06:38:57,2019-04-13 06:39:03,5.471s,FAILED
Start listener action : onTestCaseEnd,Chrome 73.0.3683.103,,2019-04-13 06:39:03,2019-04-13 06:39:03,0.003s,ERROR
,,,,,,
Test Cases/April13/DataDrivenTest,Chrome 73.0.3683.103,,2019-04-13 06:39:03,2019-04-13 06:39:14,11.254s,FAILED
Start listener action : onTestCaseStart,Chrome 73.0.3683.103,,2019-04-13 06:39:03,2019-04-13 06:39:03,0.001s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-13 06:39:03,2019-04-13 06:39:06,2.791s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 73.0.3683.103,,2019-04-13 06:39:06,2019-04-13 06:39:06,0.438s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/span_Username""))",Chrome 73.0.3683.103,,2019-04-13 06:39:06,2019-04-13 06:39:06,0.083s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_LOGIN Panel_txtUsername""), Username)",Chrome 73.0.3683.103,,2019-04-13 06:39:06,2019-04-13 06:39:06,0.094s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_OrangeHRM/input_Username_txtPassword""), Password)",Chrome 73.0.3683.103,,2019-04-13 06:39:06,2019-04-13 06:39:07,0.093s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/input_Password_Submit""))",Chrome 73.0.3683.103,,2019-04-13 06:39:07,2019-04-13 06:39:07,0.733s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Admin""))",Chrome 73.0.3683.103,,2019-04-13 06:39:07,2019-04-13 06:39:08,0.469s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Leave""))",Chrome 73.0.3683.103,,2019-04-13 06:39:08,2019-04-13 06:39:08,0.471s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Performance""))",Chrome 73.0.3683.103,,2019-04-13 06:39:08,2019-04-13 06:39:08,0.112s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Maintenance""))",Chrome 73.0.3683.103,,2019-04-13 06:39:08,2019-04-13 06:39:09,0.266s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Welcome Admin""))",Chrome 73.0.3683.103,,2019-04-13 06:39:09,2019-04-13 06:39:09,0.072s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Logout""))",Chrome 73.0.3683.103,,2019-04-13 06:39:09,2019-04-13 06:39:14,5.414s,FAILED
Start listener action : onTestCaseEnd,Chrome 73.0.3683.103,,2019-04-13 06:39:14,2019-04-13 06:39:14,0.003s,ERROR
,,,,,,
Test Cases/April13/DataDrivenTest,Chrome 73.0.3683.103,,2019-04-13 06:39:14,2019-04-13 06:39:23,9.289s,FAILED
Start listener action : onTestCaseStart,Chrome 73.0.3683.103,,2019-04-13 06:39:14,2019-04-13 06:39:14,0.001s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-13 06:39:14,2019-04-13 06:39:17,2.904s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 73.0.3683.103,,2019-04-13 06:39:17,2019-04-13 06:39:17,0.446s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/span_Username""))",Chrome 73.0.3683.103,,2019-04-13 06:39:17,2019-04-13 06:39:18,0.098s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_LOGIN Panel_txtUsername""), Username)",Chrome 73.0.3683.103,,2019-04-13 06:39:18,2019-04-13 06:39:18,0.105s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_OrangeHRM/input_Username_txtPassword""), Password)",Chrome 73.0.3683.103,,2019-04-13 06:39:18,2019-04-13 06:39:18,0.080s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/input_Password_Submit""))",Chrome 73.0.3683.103,,2019-04-13 06:39:18,2019-04-13 06:39:18,0.233s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Admin""))",Chrome 73.0.3683.103,,2019-04-13 06:39:18,2019-04-13 06:39:23,5.393s,FAILED
Start listener action : onTestCaseEnd,Chrome 73.0.3683.103,,2019-04-13 06:39:23,2019-04-13 06:39:23,0.003s,ERROR
,,,,,,
Test Cases/April13/DataDrivenTest,Chrome 73.0.3683.103,,2019-04-13 06:39:23,2019-04-13 06:39:33,9.257s,FAILED
Start listener action : onTestCaseStart,Chrome 73.0.3683.103,,2019-04-13 06:39:23,2019-04-13 06:39:23,0.000s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-13 06:39:23,2019-04-13 06:39:26,2.870s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 73.0.3683.103,,2019-04-13 06:39:26,2019-04-13 06:39:27,0.452s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/span_Username""))",Chrome 73.0.3683.103,,2019-04-13 06:39:27,2019-04-13 06:39:27,0.071s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_LOGIN Panel_txtUsername""), Username)",Chrome 73.0.3683.103,,2019-04-13 06:39:27,2019-04-13 06:39:27,0.097s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_OrangeHRM/input_Username_txtPassword""), Password)",Chrome 73.0.3683.103,,2019-04-13 06:39:27,2019-04-13 06:39:27,0.083s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/input_Password_Submit""))",Chrome 73.0.3683.103,,2019-04-13 06:39:27,2019-04-13 06:39:27,0.214s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Admin""))",Chrome 73.0.3683.103,,2019-04-13 06:39:27,2019-04-13 06:39:33,5.387s,FAILED
Start listener action : onTestCaseEnd,Chrome 73.0.3683.103,,2019-04-13 06:39:33,2019-04-13 06:39:33,0.074s,ERROR
