Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite1,Chrome 73.0.3683.103,,2019-04-12 20:18:38,2019-04-12 20:19:08,29.894s,FAILED
,,,,,,
Test Cases/April13/Test1,Chrome 73.0.3683.103,,2019-04-12 20:18:38,2019-04-12 20:18:51,12.941s,FAILED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-12 20:18:39,2019-04-12 20:18:42,3.699s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 73.0.3683.103,,2019-04-12 20:18:42,2019-04-12 20:18:43,0.608s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/span_Username""))",Chrome 73.0.3683.103,,2019-04-12 20:18:43,2019-04-12 20:18:43,0.133s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_LOGIN Panel_txtUsername""), ""Admin"")",Chrome 73.0.3683.103,,2019-04-12 20:18:43,2019-04-12 20:18:43,0.155s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_OrangeHRM/input_Username_txtPassword""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 73.0.3683.103,,2019-04-12 20:18:43,2019-04-12 20:18:43,0.207s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/input_Password_Submit""))",Chrome 73.0.3683.103,,2019-04-12 20:18:43,2019-04-12 20:18:44,0.772s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Admin""))",Chrome 73.0.3683.103,,2019-04-12 20:18:44,2019-04-12 20:18:49,5.012s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Leave""))",Chrome 73.0.3683.103,,2019-04-12 20:18:49,2019-04-12 20:18:50,0.674s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Performance""))",Chrome 73.0.3683.103,,2019-04-12 20:18:50,2019-04-12 20:18:50,0.124s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Maintenance""))",Chrome 73.0.3683.103,,2019-04-12 20:18:50,2019-04-12 20:18:50,0.356s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Welcome Admin""))",Chrome 73.0.3683.103,,2019-04-12 20:18:50,2019-04-12 20:18:50,0.094s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Logout""))",Chrome 73.0.3683.103,,2019-04-12 20:18:50,2019-04-12 20:18:51,0.434s,FAILED
,,,,,,
Test Cases/April13/Test2,Chrome 73.0.3683.103,,2019-04-12 20:18:51,2019-04-12 20:18:56,4.834s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-12 20:18:51,2019-04-12 20:18:54,2.868s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 73.0.3683.103,,2019-04-12 20:18:54,2019-04-12 20:18:55,0.528s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/span_Username""))",Chrome 73.0.3683.103,,2019-04-12 20:18:55,2019-04-12 20:18:55,0.091s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_LOGIN Panel_txtUsername""), ""Admin"")",Chrome 73.0.3683.103,,2019-04-12 20:18:55,2019-04-12 20:18:55,0.145s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_OrangeHRM/input_Username_txtPassword""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 73.0.3683.103,,2019-04-12 20:18:55,2019-04-12 20:18:55,0.120s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/input_Password_Submit""))",Chrome 73.0.3683.103,,2019-04-12 20:18:55,2019-04-12 20:18:56,0.854s,PASSED
,,,,,,
Test Cases/April13/Test3,Chrome 73.0.3683.103,,2019-04-12 20:18:56,2019-04-12 20:19:07,10.988s,FAILED
"callTestCase(findTestCase(""April13/Test2""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-12 20:18:56,2019-04-12 20:19:01,4.806s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Admin""))",Chrome 73.0.3683.103,,2019-04-12 20:19:01,2019-04-12 20:19:02,0.792s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Leave""))",Chrome 73.0.3683.103,,2019-04-12 20:19:02,2019-04-12 20:19:03,1.306s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Performance""))",Chrome 73.0.3683.103,,2019-04-12 20:19:03,2019-04-12 20:19:04,1.186s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Maintenance""))",Chrome 73.0.3683.103,,2019-04-12 20:19:04,2019-04-12 20:19:06,1.842s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Welcome Admin""))",Chrome 73.0.3683.103,,2019-04-12 20:19:06,2019-04-12 20:19:06,0.278s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Logout""))",Chrome 73.0.3683.103,,2019-04-12 20:19:06,2019-04-12 20:19:07,0.535s,FAILED
